customer_id,gender,age,estimated_salary,credit_score,products_number,tenure,credit_card,active_member,attrition,balance,country
15710012,Male,44,43018.82,738,2,2,1,0,1,0.00,Spain
15763327,Male,32,27548.06,835,2,8,1,1,0,124993.29,France
15668853,Female,44,120454.20,637,1,0,1,1,0,157622.58,Spain
15639303,Male,48,133961.19,589,1,5,0,1,0,126111.61,Germany
15691011,Male,42,131753.97,591,2,9,1,1,0,161651.37,France
15638513,Female,40,38019.74,723,2,7,0,0,0,142856.95,France
15648933,Male,44,28144.07,831,1,3,1,1,1,111100.98,Germany
15628904,Male,35,45959.86,733,1,8,1,1,0,102918.38,Spain
15644788,Female,30,189528.72,731,2,5,1,0,0,0.00,France
15598161,Male,47,170481.98,654,2,10,1,0,0,0.00,France
15745624,Male,37,94845.45,828,2,4,1,0,0,0.00,France
15733169,Male,22,161253.08,590,1,7,1,1,0,125265.61,Spain
15801417,Male,37,115260.72,657,1,4,1,1,0,82500.28,France
15592707,Female,64,60721.40,531,2,2,1,1,0,175754.87,Germany
15593954,Female,47,121365.45,516,1,6,0,0,0,109387.33,France
15714431,Male,37,101693.73,561,2,1,0,1,0,100443.36,France
15638257,Female,54,54132.93,682,2,0,1,1,0,83102.72,Spain
15690939,Male,28,10666.05,575,1,7,1,1,0,0.00,Spain
15723613,Female,28,41227.67,623,2,4,1,0,0,0.00,France
15813640,Female,40,10712.82,642,2,7,1,0,0,0.00,France
15707322,Female,48,98912.69,779,1,2,0,0,1,115290.27,France
15588918,Female,42,197202.48,671,2,6,1,0,0,0.00,France
15600357,Female,40,150720.39,495,2,1,1,0,0,140197.71,France
15747014,Female,28,74780.13,850,1,1,0,1,0,105245.34,France
15809830,Male,50,79377.45,630,2,8,0,1,0,0.00,France
15662245,Male,32,8763.87,588,2,1,1,1,0,0.00,France
15651075,Male,35,177112.70,562,1,3,0,1,0,142296.13,Germany
15594456,Female,56,85016.64,740,1,4,1,1,1,99097.33,Spain
15583462,Male,28,88689.40,695,2,5,1,1,0,171069.39,France
15757661,Female,39,95985.64,589,2,7,0,0,0,0.00,France
15729117,Female,31,166792.71,607,1,1,1,1,0,102523.88,France
15749671,Male,35,68730.91,794,2,6,1,1,0,0.00,France
15566253,Male,44,146891.07,580,1,9,0,0,1,143391.07,Germany
15595153,Female,44,148727.42,644,2,8,0,0,0,106022.73,Germany
15698572,Female,36,43134.58,636,1,1,1,0,0,0.00,Spain
15674149,Male,36,40318.33,599,2,3,1,1,0,128960.21,Germany
15623082,Female,35,97633.93,507,2,2,1,0,0,0.00,France
15797905,Female,48,65069.03,682,2,7,1,0,0,0.00,France
15746028,Female,24,166335.00,714,2,7,1,0,0,0.00,France
15582951,Female,25,121904.44,696,1,8,1,0,0,126442.59,France
15616471,Male,51,175235.99,599,1,0,1,1,0,0.00,Spain
15641575,Male,37,56185.05,577,1,2,1,0,0,127261.35,France
15638803,Female,32,131625.14,733,2,5,1,0,0,0.00,Spain
15808283,Female,33,152323.04,647,1,4,1,0,0,0.00,France
15811200,Female,34,165840.94,831,2,2,0,0,0,0.00,France
15733476,Male,30,176692.65,543,1,6,1,1,0,73481.05,Germany
15633274,Male,34,121904.14,679,1,7,1,0,0,160515.37,France
15582168,Female,61,123663.63,713,2,4,1,0,0,149525.34,Germany
15807269,Male,43,119644.59,690,1,2,0,0,1,166522.78,Germany
15602979,Male,29,66825.33,751,1,1,1,0,0,135536.50,France
15660417,Female,43,94875.03,613,1,10,0,0,1,120481.69,Germany
15590199,Male,28,76304.73,701,1,1,0,1,0,103421.32,Spain
15641794,Male,33,39755.00,698,2,5,0,1,0,135658.73,France
15779174,Female,36,180142.42,451,2,2,1,1,0,0.00,France
15785547,Male,28,83238.40,665,2,8,1,0,0,191402.82,France
15795124,Male,50,5078.90,726,1,9,0,1,0,94504.35,Germany
15718912,Female,44,132424.69,608,1,5,0,1,1,126147.84,Germany
15592028,Female,46,109057.56,549,1,7,1,1,0,0.00,France
15580227,Male,33,115676.61,803,2,6,1,0,0,0.00,France
15657830,Male,43,149401.33,663,2,4,1,0,0,87624.03,France
15798256,Female,45,89891.40,558,2,1,0,0,1,153697.53,France
15643819,Female,25,82500.84,714,2,4,0,0,0,0.00,France
15754301,Male,39,6416.92,704,1,5,1,0,0,0.00,France
15726855,Female,45,189428.75,805,1,9,1,0,1,116585.97,Germany
15755225,Male,34,178833.34,659,2,9,1,0,0,134464.58,Germany
15725221,Male,62,42766.03,738,1,10,1,1,0,83008.31,Germany
15789055,Male,35,90883.12,635,1,2,1,0,0,113635.16,Spain
15617507,Female,36,80619.09,530,2,7,1,0,0,0.00,Spain
15668894,Male,41,120646.40,661,2,5,0,1,0,122552.48,Germany
15589563,Male,31,41409.36,531,2,2,0,0,0,118899.45,Spain
15693162,Female,29,112317.89,694,1,5,0,0,0,99713.87,France
15750099,Female,36,152128.36,731,1,6,0,0,0,0.00,France
15795540,Female,36,177670.57,556,1,2,0,1,0,134208.22,France
15794941,Female,41,189159.97,647,3,1,1,0,0,85906.65,Germany
15611848,Male,32,159403.68,850,1,3,0,1,0,137714.25,Germany
15581237,Male,33,149536.15,573,1,1,1,1,0,160777.90,Spain
15738150,Male,45,155492.87,591,2,5,1,1,0,0.00,France
15678571,Male,21,24847.02,723,2,4,0,0,0,0.00,France
15736124,Male,25,115387.40,617,2,1,1,1,0,102585.88,France
15623202,Female,39,171971.25,704,2,10,1,0,1,102556.18,Germany
15804201,Male,42,126106.40,457,1,4,0,1,0,126772.57,Germany
15596863,Female,38,28228.35,787,1,3,1,1,0,158373.23,Germany
15696277,Female,34,138113.71,651,2,9,1,0,0,0.00,France
15748608,Male,42,43018.98,612,1,5,1,1,0,141927.10,Germany
15723864,Male,47,83611.45,828,2,1,1,0,1,109876.82,Spain
15802390,Female,34,118863.38,724,2,2,1,1,0,0.00,France
15774336,Male,44,91947.74,648,2,9,1,1,0,111369.79,Germany
15648766,Male,35,94488.82,569,1,3,0,0,0,116969.35,Spain
15659094,Female,34,47058.21,765,2,8,0,0,0,136729.51,Germany
15606397,Female,44,44719.50,577,1,1,0,1,1,152086.15,Germany
15642619,Male,46,174478.54,603,2,2,1,0,0,0.00,Spain
15666032,Male,28,45611.51,568,1,1,0,0,0,127289.28,Spain
15595842,Male,45,73853.94,748,1,2,0,0,1,119852.01,Germany
15753837,Male,38,196517.43,573,2,4,1,1,0,0.00,Spain
15783882,Female,41,92914.67,771,2,5,0,1,0,0.00,Spain
15799790,Male,35,31372.91,763,1,9,1,1,0,0.00,France
15628155,Female,35,109733.73,410,1,7,1,1,0,117183.74,France
15703778,Male,33,36083.96,728,1,8,0,1,0,129907.63,France
15722322,Female,78,188435.38,655,2,2,0,1,0,0.00,Spain
15639278,Female,36,169963.20,580,2,6,1,1,1,145387.32,Germany
15568487,Male,35,69320.97,712,1,7,1,1,0,124616.23,France
15682084,Male,31,36145.53,680,2,9,1,0,0,0.00,France
15642821,Female,48,137702.01,383,1,8,0,0,1,95808.19,Spain
15601387,Male,35,71594.26,721,2,10,1,0,0,0.00,France
15642515,Female,42,65565.92,620,2,1,0,1,0,0.00,France
15710421,Female,36,101828.39,774,1,8,0,0,0,117152.30,Spain
15726774,Male,35,39546.32,563,1,3,0,0,0,106250.72,France
15649078,Female,27,110805.79,850,2,8,1,1,0,111837.78,Germany
15641877,Male,47,2168.13,681,1,9,1,1,0,97023.21,France
15796496,Female,31,190067.12,631,1,8,1,0,0,137687.72,France
15815690,Female,40,77789.01,614,1,3,1,1,0,113348.50,Spain
15631739,Male,24,127654.37,704,1,10,1,1,0,122109.78,Spain
15625584,Male,32,79602.86,786,2,2,0,0,0,120452.40,France
15802466,Female,53,80619.17,534,2,7,1,1,0,0.00,France
15697028,Male,34,160346.30,590,2,0,0,1,0,65812.35,Spain
15575759,Female,40,109638.78,583,1,3,1,0,1,54428.37,Spain
15567442,Female,75,1276.87,656,2,3,1,1,0,0.00,France
15746805,Male,33,49374.82,597,2,9,1,0,0,0.00,France
15636330,Female,48,31580.80,588,2,1,1,0,1,143279.58,Germany
15714970,Male,32,20560.69,667,1,0,1,0,0,103846.65,Germany
15653784,Male,37,84584.69,627,1,2,0,1,0,125190.86,France
15693543,Female,33,15246.83,708,2,8,0,1,0,0.00,France
15773283,Male,65,32607.77,641,1,6,1,0,1,38340.02,France
15742534,Female,28,155846.69,527,2,2,1,1,0,123802.98,Germany
15569878,Male,37,3232.82,592,1,3,1,1,0,96651.03,France
15729454,Male,33,177668.55,465,2,8,1,0,0,0.00,France
15578375,Male,39,134441.60,628,2,6,0,0,0,0.00,France
15785559,Male,43,111032.79,678,1,1,1,0,1,133237.21,France
15649414,Female,61,45214.04,570,1,6,1,1,0,142105.35,France
15701605,Male,37,67208.30,815,1,1,1,0,0,166115.42,France
15686696,Female,37,80985.88,817,2,6,1,0,0,81070.34,France
15625586,Male,35,167573.06,717,1,4,1,1,0,0.00,France
15654975,Female,53,160110.65,641,2,0,0,1,0,123835.52,France
15782993,Male,51,127825.25,624,2,10,1,1,0,123401.43,France
15774382,Male,49,123535.05,579,1,4,1,1,0,169377.31,Germany
15689602,Male,38,41595.30,698,1,2,1,1,0,130015.24,France
15756155,Male,32,97628.08,645,2,4,0,1,0,0.00,France
15812647,Male,34,91359.79,691,2,8,1,0,0,133936.04,France
15736043,Male,34,97755.29,638,1,6,1,1,0,114543.27,France
15696744,Female,31,182528.44,705,1,3,0,0,0,119794.67,France
15602572,Male,33,142956.48,720,2,9,1,1,0,0.00,France
15674765,Male,44,10789.30,553,1,4,1,0,0,0.00,Spain
15678725,Female,29,130461.09,658,2,8,0,1,0,0.00,France
15694444,Female,32,190994.48,648,3,8,1,0,1,157138.99,Germany
15795878,Male,45,159463.80,636,2,3,1,1,0,0.00,Spain
15735346,Female,41,57589.29,527,1,10,1,1,0,136733.24,Germany
15687094,Female,28,40437.67,717,2,9,0,0,0,82498.14,Germany
15790067,Male,39,56459.45,614,1,3,0,0,0,151914.93,Spain
15605742,Male,43,39920.00,737,1,0,1,0,1,80090.93,France
15566740,Male,51,148798.45,587,1,3,0,1,0,83739.32,Spain
15664897,Female,35,63737.19,682,1,2,1,1,1,181166.44,France
15585777,Male,38,154997.64,710,1,3,1,1,0,130588.82,France
15650864,Male,42,34777.23,507,2,6,1,0,0,0.00,France
15806709,Male,33,93718.16,609,1,6,0,0,0,94126.67,Germany
15633818,Male,32,133112.41,786,2,9,1,0,0,0.00,France
15713845,Male,38,175479.92,688,1,7,1,0,1,148045.68,France
15639662,Male,38,96.27,710,2,2,1,0,0,0.00,France
15567013,Male,33,30804.68,779,2,3,1,0,0,0.00,Spain
15777784,Female,44,197193.49,733,1,6,0,1,0,168165.84,France
15800251,Female,26,96792.15,583,2,10,1,0,0,72835.56,Germany
15651315,Male,41,132719.80,627,2,3,1,0,0,0.00,France
15651450,Male,31,112157.31,666,2,3,1,1,0,123212.08,Germany
15784218,Male,38,38015.34,620,2,0,1,1,0,0.00,Spain
15572398,Female,39,164018.98,614,2,6,1,1,0,0.00,Spain
15707962,Male,40,46774.94,606,2,6,1,0,0,119501.88,France
15705663,Female,39,189664.43,700,2,5,1,1,0,144550.83,Germany
15645355,Male,34,26106.39,677,1,3,1,1,1,126729.41,Germany
15729557,Male,36,191535.11,850,1,5,1,0,1,119984.07,Germany
15631436,Male,35,158937.55,564,1,4,1,0,0,0.00,France
15583073,Female,56,25222.60,771,1,2,1,1,1,0.00,Spain
15614361,Male,42,29296.74,620,1,9,1,1,0,121490.05,Spain
15724684,Male,46,54394.28,610,1,5,1,0,0,91897.80,Spain
15700083,Male,39,9234.06,609,2,2,1,0,0,139443.75,Spain
15636541,Male,35,26796.73,683,1,5,0,1,0,144961.97,Germany
15796015,Male,42,11796.89,633,1,3,0,1,0,126041.02,Germany
15787222,Male,28,128461.29,676,2,1,1,1,0,69459.05,Germany
15594270,Male,38,14278.18,693,2,7,1,1,0,198338.77,France
15701524,Male,36,46811.77,709,2,0,1,0,0,0.00,France
15645847,Male,35,109393.19,569,3,2,1,0,1,109196.66,Germany
15708867,Female,38,3966.50,684,3,3,1,0,1,134168.50,Spain
15613140,Male,34,63173.64,565,1,6,1,1,0,0.00,France
15628893,Male,29,66367.33,681,1,8,1,0,0,0.00,France
15764073,Female,36,16274.67,503,2,9,1,1,0,0.00,Spain
15782879,Male,40,180553.48,656,2,2,1,1,0,0.00,France
15635964,Male,65,107563.16,566,1,4,1,0,1,120100.41,Germany
15726087,Female,62,100941.57,592,1,5,1,1,0,0.00,France
15726313,Female,50,110230.40,687,2,5,1,0,0,0.00,Spain
15578073,Male,22,142331.85,686,2,8,0,0,0,0.00,Spain
15786249,Male,30,199099.51,616,2,2,1,0,0,0.00,Spain
15812850,Male,67,85890.16,494,2,5,1,1,0,0.00,Spain
15596972,Male,38,143938.27,534,1,3,0,0,0,0.00,France
15620579,Female,31,131644.41,695,2,8,0,1,0,0.00,Spain
15768270,Female,31,112395.98,579,2,9,1,0,0,0.00,Spain
15656597,Male,38,71856.30,432,2,2,1,1,0,135559.80,Germany
15699446,Female,25,35770.84,816,2,2,1,1,0,150355.35,Germany
15615004,Female,37,124364.63,730,2,1,1,1,0,0.00,France
15704771,Female,35,78101.29,593,2,6,1,1,0,133489.12,France
15588372,Female,37,143096.49,715,1,9,0,0,1,105489.31,Germany
15681439,Male,25,14073.11,775,2,10,1,0,0,60205.20,Germany
15607509,Male,38,47388.41,539,2,5,1,0,0,0.00,France
15670343,Male,19,72306.07,576,2,6,0,0,0,0.00,Spain
15597968,Male,50,184839.70,617,1,7,1,0,1,0.00,Spain
15658432,Male,40,47886.44,688,1,6,1,1,0,0.00,France
15616431,Male,33,130474.03,608,1,4,0,1,0,0.00,France
15796957,Male,35,73181.39,597,3,9,0,1,1,0.00,Spain
15815552,Female,42,65706.86,670,1,6,1,1,0,112333.63,France
15631871,Female,57,104379.36,616,1,7,1,1,0,116936.81,Germany
15635870,Female,50,192146.63,579,1,5,0,1,1,117721.02,Germany
15596713,Male,37,66977.68,786,2,7,1,1,0,165896.22,France
15684211,Female,44,158742.81,704,1,9,1,0,0,153656.85,Spain
15760521,Female,50,189414.74,796,1,1,1,1,0,94164.00,France
15608408,Male,39,159130.32,598,2,1,1,0,0,0.00,Spain
15804721,Male,49,97640.20,602,1,0,0,0,0,191808.73,France
15730272,Male,58,86022.09,619,1,5,1,1,0,152199.33,France
15741988,Female,52,10014.72,492,1,8,1,0,1,125396.24,Germany
15771728,Male,41,17384.21,641,3,7,1,0,0,104405.54,Germany
15605113,Female,27,143315.57,518,1,1,1,1,0,133801.49,France
15661945,Female,40,31669.18,623,3,4,1,0,0,0.00,Spain
15783816,Female,28,12761.16,733,2,5,0,0,0,0.00,France
15721207,Male,42,93429.95,625,1,6,1,0,0,100047.33,Germany
15764072,Female,31,42012.55,759,1,1,1,1,0,109848.60,France
15689412,Female,32,15798.70,604,1,7,1,0,0,127849.38,France
15798385,Female,46,56408.14,512,2,3,1,1,0,0.00,Spain
15775339,Female,29,4696.44,520,1,8,1,0,0,95947.76,France
15585256,Male,26,25042.10,805,2,2,1,1,0,0.00,Spain
15797329,Male,43,130442.08,626,1,4,1,0,1,137638.69,France
15780220,Male,38,136521.82,656,1,10,1,1,0,0.00,France
15648951,Male,41,199108.88,785,2,7,1,1,0,0.00,Spain
15752409,Male,31,124596.63,553,2,6,0,0,0,0.00,France
15807524,Female,44,134394.78,569,2,4,0,0,0,0.00,France
15766649,Male,38,144275.39,670,1,10,0,0,0,89416.99,France
15696812,Male,42,123410.23,586,2,6,1,1,0,0.00,Spain
15581295,Female,45,143298.06,617,1,1,1,0,0,0.00,Spain
15663234,Female,60,129562.74,508,1,7,1,1,0,143262.04,France
15741417,Female,35,4595.05,624,2,7,1,1,0,119656.45,Spain
15695174,Male,29,146715.07,654,1,4,1,1,0,132954.64,France
15665168,Female,44,163558.36,681,2,3,1,1,0,105206.70,Germany
15601503,Male,28,6947.09,578,2,4,0,0,0,0.00,Spain
15706131,Female,37,9170.54,621,2,9,1,0,0,83061.26,Spain
15782758,Male,40,199674.83,632,1,5,1,1,0,147650.68,France
15591091,Male,44,157166.79,644,1,5,1,0,1,73348.56,France
15715877,Male,28,46072.52,821,2,2,1,0,0,0.00,France
15756918,Female,38,3524.69,754,2,2,0,0,0,0.00,France
15746662,Female,27,45563.94,568,1,1,0,1,0,116320.68,Spain
15626679,Male,33,59103.13,584,2,3,0,1,0,0.00,France
15793343,Female,29,189558.44,549,2,8,1,1,0,0.00,France
15576774,Female,38,45779.90,729,2,7,0,0,0,0.00,France
15801316,Male,61,21859.06,523,1,8,1,1,0,66250.71,France
15800514,Female,24,162699.70,477,2,2,0,0,1,95675.62,Germany
15662232,Male,42,8567.18,675,2,2,1,0,0,92616.64,Germany
15737778,Female,41,132943.88,782,1,4,1,0,0,0.00,Spain
15782096,Female,36,12916.32,616,1,6,1,1,1,0.00,Spain
15783522,Female,37,128799.86,738,1,8,1,1,0,100565.94,Spain
15785373,Female,42,99347.80,717,1,5,1,0,1,190305.78,Spain
15756272,Female,35,40980.87,526,1,9,1,0,1,118536.40,Germany
15615245,Male,19,40368.65,660,1,5,1,1,0,127649.64,France
15600174,Male,35,94738.54,525,1,7,0,1,0,165358.77,France
15752956,Male,29,88842.80,629,2,6,1,1,0,0.00,Spain
15644882,Female,36,136934.91,616,1,10,1,0,0,78249.53,Germany
15766272,Female,61,109356.53,521,1,0,1,1,0,125193.96,Germany
15800620,Female,29,199635.93,691,2,9,0,0,0,0.00,France
15569764,Female,41,158408.23,687,1,2,1,0,0,154007.21,Germany
15747458,Female,43,95936.84,677,2,3,1,1,0,133214.88,Spain
15573171,Male,63,126688.83,695,1,1,1,1,1,146202.93,Spain
15736769,Female,27,150850.29,663,2,9,1,0,0,0.00,France
15763381,Male,30,27802.00,496,1,0,0,1,0,90963.49,France
15814430,Male,41,32430.94,747,1,9,1,0,1,0.00,Spain
15638607,Female,52,137332.37,546,1,2,1,0,1,0.00,France
15737133,Male,68,28601.68,706,1,4,1,1,0,114386.85,Spain
15613945,Female,26,108411.66,472,2,5,1,0,0,0.00,France
15659937,Female,40,122518.50,703,2,7,0,1,0,0.00,France
15765287,Female,38,9015.07,850,2,2,1,0,0,0.00,France
15661723,Male,71,94433.08,667,1,4,0,1,1,137260.78,Spain
15766064,Male,33,110371.84,559,2,9,1,0,0,111060.05,France
15649616,Male,60,141364.62,636,1,7,1,1,1,124447.73,Spain
15719017,Female,34,16245.25,672,2,8,1,1,0,0.00,France
15720919,Male,42,108348.94,667,1,7,0,1,1,0.00,France
15706706,Male,33,171668.20,648,2,7,0,1,0,135310.41,Germany
15709653,Male,32,67364.42,497,2,8,1,0,0,0.00,France
15805104,Female,73,107867.38,743,2,6,0,1,0,0.00,France
15622442,Male,29,194310.10,619,2,5,1,0,0,0.00,France
15572801,Male,34,33950.08,639,2,5,0,0,0,139393.19,Spain
15767598,Male,28,197588.32,540,2,8,0,0,0,0.00,Spain
15757897,Female,26,428.23,766,1,3,1,1,0,104258.80,France
15568104,Female,26,34948.77,749,2,6,0,1,0,0.00,France
15763414,Male,32,82084.30,655,1,9,1,0,0,113447.01,Germany
15732265,Male,33,64804.59,630,2,9,1,0,0,0.00,France
15621974,Female,33,83556.65,778,2,4,1,0,0,111063.73,Germany
15803947,Female,30,71926.28,757,1,6,0,0,1,161378.02,Germany
15720706,Female,39,122925.44,529,1,2,1,1,0,82766.43,Spain
15759290,Male,29,13133.88,620,2,9,1,0,0,0.00,Spain
15651664,Female,61,62845.64,615,1,1,1,0,1,104267.70,France
15795132,Female,25,28411.23,735,1,3,0,0,0,91718.80,France
15811565,Female,47,28640.92,705,1,3,0,1,1,63488.70,Spain
15713774,Female,46,156787.34,644,1,6,0,0,1,12459.19,Spain
15691840,Female,37,125307.87,505,2,6,0,1,0,159863.90,Germany
15682021,Male,23,131736.23,471,2,6,1,0,0,104592.55,Germany
15612931,Female,50,128262.14,722,1,4,1,1,0,132088.59,Spain
15676707,Female,39,91366.42,577,2,4,1,0,0,0.00,Spain
15601383,Male,44,82290.81,744,1,5,1,0,0,120654.68,Spain
15662662,Female,30,66190.21,573,2,6,1,0,0,0.00,France
15752694,Female,32,23920.65,653,1,4,0,1,0,83772.95,France
15590683,Female,31,45438.38,660,1,6,0,1,0,172325.67,France
15773591,Male,46,93360.35,787,2,7,1,1,0,117685.31,France
15723620,Male,41,14496.67,617,2,7,0,1,0,0.00,France
15671779,Male,39,168521.72,567,2,5,0,0,0,0.00,France
15672966,Female,64,103318.44,682,2,9,1,1,0,0.00,Spain
15624667,Male,35,87219.41,684,1,6,1,1,0,135871.50,France
15812888,Male,41,197490.39,447,4,3,1,1,1,0.00,France
15724154,Female,49,126812.63,625,1,4,1,0,1,128504.76,Germany
15749540,Male,36,94283.09,585,2,7,1,0,0,0.00,France
15621063,Female,42,46857.52,516,1,8,1,0,0,56228.25,France
15661626,Female,45,81491.70,732,1,6,1,0,1,98792.40,Germany
15698703,Male,40,129107.97,628,2,5,1,1,0,181768.32,Germany
15801431,Female,48,49732.90,682,1,9,1,1,0,101198.01,Spain
15649451,Male,25,88728.47,746,2,9,0,1,0,0.00,France
15626156,Female,60,86981.45,655,2,3,1,1,0,0.00,France
15606158,Female,39,3740.93,644,1,9,1,0,0,0.00,France
15589496,Male,34,67949.32,778,2,5,0,0,0,139064.06,France
15730345,Female,35,147636.46,617,1,2,1,1,0,104508.10,France
15572038,Male,35,188891.96,660,1,9,1,0,1,113948.58,Germany
15643439,Male,47,25482.62,537,2,10,0,1,0,0.00,France
15604158,Female,39,18391.93,554,2,10,1,1,0,0.00,France
15657396,Male,31,140168.36,806,2,9,0,1,0,0.00,France
15709478,Male,37,161064.29,611,2,1,0,1,0,117524.72,Germany
15628824,Female,37,183542.08,665,1,5,0,1,0,160389.82,France
15814519,Female,37,194238.92,648,2,7,1,0,0,0.00,France
15636520,Male,27,7900.46,692,1,1,0,0,0,125547.53,France
15794414,Male,46,51424.29,507,1,6,1,1,0,92783.68,Spain
15643671,Male,49,152450.84,696,2,5,1,0,1,97036.22,Germany
15700650,Male,34,55816.20,681,2,3,0,0,0,0.00,France
15680224,Female,26,32909.13,687,2,6,1,1,0,0.00,France
15784286,Male,40,100637.07,641,1,5,1,1,0,102145.13,Spain
15693996,Female,33,142911.99,507,1,1,0,0,0,113452.66,France
15764343,Female,46,26287.21,688,1,8,1,0,0,155681.72,Spain
15704168,Male,38,60775.76,535,1,8,0,0,1,127475.24,Germany
15680197,Male,41,146257.77,701,2,10,1,1,0,0.00,France
15633729,Male,43,28332.00,488,1,10,1,1,0,112751.13,France
15577683,Female,29,100919.19,539,2,4,1,1,0,0.00,France
15800746,Male,45,102591.90,674,1,7,1,1,1,144889.18,France
15788686,Male,40,25554.40,538,2,8,1,1,0,0.00,Spain
15742798,Female,22,152107.93,829,1,7,1,0,1,150126.44,France
15596647,Male,54,69381.05,768,1,8,1,1,0,69712.74,France
15756070,Female,44,101728.46,585,2,4,0,1,0,0.00,Spain
15775116,Male,31,89040.61,581,2,3,0,0,0,0.00,France
15575428,Female,35,16910.98,682,2,2,1,1,0,117438.92,Germany
15654074,Male,38,150468.35,653,1,8,1,0,0,119315.75,France
15695872,Female,30,177613.19,712,1,1,1,1,0,89571.59,France
15568885,Female,34,120672.09,620,1,8,1,0,0,102251.57,Germany
15725036,Male,42,77142.85,709,1,9,0,1,0,118546.71,France
15632665,Male,61,127804.66,832,1,2,0,1,1,0.00,France
15571476,Male,38,158344.63,635,1,0,0,0,0,103257.14,Spain
15776850,Female,43,167179.48,749,1,1,1,1,0,124209.02,Spain
15623649,Male,32,15404.64,629,2,3,1,1,0,0.00,Spain
15751131,Female,41,156036.19,836,1,7,1,1,0,150302.84,Spain
15688128,Male,34,144725.14,542,1,8,0,1,0,108653.93,Spain
15678412,Female,45,22558.74,645,1,8,0,0,0,85325.93,France
15770291,Female,29,147342.03,844,2,8,0,0,0,0.00,France
15583392,Male,37,85470.45,747,3,9,1,0,1,135776.36,Germany
15690731,Male,40,194656.11,645,1,6,1,1,0,131411.24,France
15697948,Female,36,48505.10,752,2,3,1,1,0,0.00,Spain
15608328,Female,41,101491.23,760,2,6,0,0,0,0.00,Spain
15766378,Female,45,164117.69,714,2,9,1,1,0,106431.97,Germany
15600813,Male,50,124626.57,717,1,9,1,1,0,90305.76,France
15706217,Male,28,34490.06,645,2,7,1,1,0,117466.03,Germany
15601417,Male,32,90967.37,681,2,3,1,1,0,148884.47,France
15610972,Female,44,24208.84,681,2,4,0,0,1,91115.76,Germany
15674620,Female,37,174873.09,679,2,8,0,1,0,77373.87,Germany
15785350,Male,23,170262.97,528,1,7,1,0,0,104744.89,Spain
15749119,Female,31,112289.06,710,2,3,1,1,0,0.00,France
15756535,Male,39,93783.00,733,1,5,1,1,0,91538.51,Germany
15700965,Female,32,150026.79,724,2,6,1,1,0,0.00,France
15791851,Female,34,102036.82,726,1,0,1,1,0,185734.75,France
15717156,Male,30,898.51,520,2,3,1,1,0,143396.54,France
15740846,Male,40,95124.40,556,1,5,1,1,0,125909.85,France
15573284,Female,45,11514.39,579,2,2,0,0,0,0.00,France
15729083,Male,36,27468.72,674,1,2,0,1,0,154525.70,France
15611612,Female,29,37092.43,570,1,0,1,0,0,0.00,France
15694381,Male,51,171587.90,631,1,8,1,0,0,100654.80,France
15651737,Male,44,80828.78,623,1,1,0,1,0,83325.77,Spain
15663168,Male,35,169287.99,665,1,8,1,0,0,110934.54,France
15643426,Female,36,13197.44,523,1,8,0,0,0,113680.54,Spain
15618245,Male,31,54439.53,706,2,1,1,0,0,117020.08,Germany
15717527,Female,49,38186.85,619,1,9,1,0,0,145359.99,France
15793478,Female,39,27274.60,593,1,8,1,0,1,151391.68,Germany
15642248,Male,66,65758.19,608,1,8,1,1,0,123935.35,Spain
15640377,Female,36,97767.63,526,2,0,1,0,0,0.00,France
15723950,Male,40,115468.84,684,1,2,1,1,1,70291.02,Spain
15590327,Female,42,98293.14,604,1,10,1,0,0,166031.45,Germany
15706199,Male,36,182059.28,636,1,6,0,0,0,96643.32,Germany
15671514,Female,33,128538.05,669,2,8,0,1,0,0.00,Spain
15727041,Male,71,108841.83,624,2,7,1,1,0,0.00,France
15738063,Male,29,18581.84,631,2,2,1,1,0,0.00,France
15711733,Male,48,146821.42,753,2,4,0,1,0,0.00,France
15652320,Male,40,100727.68,588,2,5,0,0,0,0.00,France
15634180,Male,26,39356.38,729,2,4,1,0,0,97268.10,Germany
15694566,Female,42,169921.11,602,2,10,0,0,1,0.00,France
15726103,Female,55,42364.75,689,1,1,1,0,1,76296.81,Germany
15646351,Male,27,28823.04,486,2,7,1,0,0,0.00,Spain
15730044,Female,42,182436.81,809,3,6,0,1,1,64497.94,Germany
15795186,Male,38,115700.20,562,1,5,1,0,0,0.00,France
15784890,Female,32,16725.53,763,2,8,1,0,0,0.00,Spain
15694125,Male,57,56875.76,669,2,5,1,1,0,0.00,France
15565891,Male,39,56214.09,709,2,8,1,0,0,0.00,France
15674254,Female,45,193412.05,554,2,4,1,1,0,0.00,Spain
15775206,Male,37,83263.04,699,2,10,0,0,0,0.00,France
15797627,Male,54,13404.40,732,1,0,0,1,0,134249.70,Spain
15649853,Female,45,184474.15,625,1,3,1,1,1,0.00,France
15610379,Male,30,121124.53,599,1,9,1,1,0,105443.68,France
15659800,Female,50,152567.75,584,1,1,0,1,1,0.00,Spain
15716236,Male,35,10722.54,499,2,10,1,0,0,0.00,France
15672053,Male,38,58010.98,526,2,2,0,0,0,0.00,Spain
15663933,Female,35,163440.80,625,2,5,1,0,1,86147.46,Germany
15814236,Female,38,102606.92,537,1,1,1,1,0,96939.06,Spain
15583597,Male,47,80591.18,696,1,1,1,1,0,106758.60,Spain
